white_bot,black_bot,score,time
RAVE_50,FLAT_50,1.0,2.578125
FLAT_50,RAVE_50,0.0,0.65625
UCB_50,FLAT_50,1.0,4.875
FLAT_50,UCB_50,0.0,3.84375
RAVE_50,UCB_50,1.0,4.34375
UCB_50,RAVE_50,0.0,3.921875
RAVE_50,UCB_50,0.0,1.125
UCB_50,RAVE_50,0.0,2.578125
UCB_50,FLAT_50,1.0,2.578125
FLAT_50,UCB_50,0.0,5.25
RAVE_50,FLAT_50,1.0,4.0
FLAT_50,RAVE_50,0.0,1.28125
