datetime,White,Black,Winner,Elo White Before,Elo Black Before,Elo White After,Elo Black After
2021_04_07_19_26_40,SHUSS_1000_C16,UCT_1000,SHUSS_1000_C16,1348,1168,1353,1162
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C16,SHUSS_1000_C16,1162,1353,1157,1357
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C256,SHUSS_1000_C16,1357,1203,1362,1197
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C16,SHUSS_1000_C256,1197,1362,1211,1347
2021_04_07_19_26_40,GRAVE_1000,UCB_1000,GRAVE_1000,1162,917,1165,913
2021_04_07_19_26_40,UCB_1000,GRAVE_1000,GRAVE_1000,913,1165,909,1168
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C256,SHUSS_1000_C256,1260,1211,1248,1222
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C64,SHUSS_1000_C256,1222,1248,1232,1237
2021_04_07_19_26_40,SHUSS_1000_C16,FLAT_1000,SHUSS_1000_C16,1347,867,1348,865
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C16,SHUSS_1000_C16,865,1348,863,1349
2021_04_07_19_26_40,SHUSS_1000_C256,UCT_1000,SHUSS_1000_C256,1232,1157,1239,1149
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C256,SHUSS_1000_C256,1149,1239,1141,1246
2021_04_07_19_26_40,SHUSS_1000_C128,FLAT_1000,SHUSS_1000_C128,1273,863,1274,861
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C128,SHUSS_1000_C128,861,1274,859,1275
2021_04_07_19_26_40,SHUSS_1000_C128,SH_1000,SH_1000,1275,1149,1261,1162
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C128,SHUSS_1000_C128,1162,1261,1154,1268
2021_04_07_19_26_40,UCT_1000,SH_1000,SH_1000,1141,1154,1131,1163
2021_04_07_19_26_40,SH_1000,UCT_1000,SH_1000,1163,1131,1172,1121
2021_04_07_19_26_40,SHUSS_1000_C128,UCT_1000,UCT_1000,1268,1121,1254,1134
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C128,SHUSS_1000_C128,1134,1254,1127,1260
2021_04_07_19_26_40,SHUSS_1000_C256,RAVE_1000,RAVE_1000,1246,1154,1233,1166
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C256,Error,1166,1233,1166,1233
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C256,SHUSS_1000_C256,1237,1233,1226,1243
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C64,SHUSS_1000_C256,1243,1226,1252,1216
2021_04_07_19_26_40,SHUSS_1000_C64,SH_1000,SH_1000,1216,1172,1204,1183
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C64,SHUSS_1000_C64,1183,1204,1173,1213
2021_04_07_19_26_40,RAVE_1000,FLAT_1000,RAVE_1000,1166,859,1168,856
2021_04_07_19_26_40,FLAT_1000,RAVE_1000,RAVE_1000,856,1168,853,1170
2021_04_07_19_26_40,SHUSS_1000_C128,RAVE_1000,SHUSS_1000_C128,1260,1170,1267,1162
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C128,SHUSS_1000_C128,1162,1267,1154,1274
2021_04_07_19_26_40,SHUSS_1000_C16,GRAVE_1000,SHUSS_1000_C16,1349,1168,1354,1162
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C16,GRAVE_1000,1162,1354,1177,1338
2021_04_07_19_26_40,SHUSS_1000_C128,UCB_1000,SHUSS_1000_C128,1274,909,1276,906
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C128,SHUSS_1000_C128,906,1276,903,1278
2021_04_07_19_26_40,SHUSS_1000_C64,UCB_1000,SHUSS_1000_C64,1213,903,1215,900
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C64,SHUSS_1000_C64,900,1215,897,1217
2021_04_07_19_26_40,SHUSS_1000_C16,RAVE_1000,Error,1338,1154,1338,1154
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C16,Error,1154,1338,1154,1338
2021_04_07_19_26_40,SHUSS_1000_C128,SH_1000,SHUSS_1000_C128,1278,1173,1285,1165
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C128,SHUSS_1000_C128,1165,1285,1158,1291
2021_04_07_19_26_40,SHUSS_1000_C16,FLAT_1000,SHUSS_1000_C16,1338,853,1339,851
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C16,SHUSS_1000_C16,851,1339,849,1340
2021_04_07_19_26_40,SHUSS_1000_C256,GRAVE_1000,SHUSS_1000_C256,1252,1177,1259,1169
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C256,SHUSS_1000_C256,1169,1259,1161,1266
2021_04_07_19_26_40,UCT_1000,FLAT_1000,UCT_1000,1127,849,1130,845
2021_04_07_19_26_40,FLAT_1000,UCT_1000,UCT_1000,845,1130,841,1133
2021_04_07_19_26_40,SHUSS_1000_C128,FLAT_1000,SHUSS_1000_C128,1291,841,1292,839
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C128,SHUSS_1000_C128,839,1292,837,1293
2021_04_07_19_26_40,SH_1000,RAVE_1000,SH_1000,1158,1154,1167,1144
2021_04_07_19_26_40,RAVE_1000,SH_1000,RAVE_1000,1144,1167,1154,1156
2021_04_07_19_26_40,SHUSS_1000_C64,GRAVE_1000,SHUSS_1000_C64,1217,1161,1225,1152
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C64,SHUSS_1000_C64,1152,1225,1144,1232
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C128,SHUSS_1000_C16,1340,1293,1348,1284
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C16,SHUSS_1000_C128,1284,1348,1295,1336
2021_04_07_19_26_40,SHUSS_1000_C256,UCB_1000,SHUSS_1000_C256,1266,897,1268,894
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C256,SHUSS_1000_C256,894,1268,891,1270
2021_04_07_19_26_40,GRAVE_1000,RAVE_1000,RAVE_1000,1144,1154,1134,1163
2021_04_07_19_26_40,RAVE_1000,GRAVE_1000,GRAVE_1000,1163,1134,1152,1144
2021_04_07_19_26_40,UCT_1000,RAVE_1000,RAVE_1000,1133,1152,1123,1161
2021_04_07_19_26_40,RAVE_1000,UCT_1000,Error,1161,1123,1161,1123
2021_04_07_19_26_40,GRAVE_1000,FLAT_1000,GRAVE_1000,1144,837,1146,834
2021_04_07_19_26_40,FLAT_1000,GRAVE_1000,GRAVE_1000,834,1146,831,1148
2021_04_07_19_26_40,GRAVE_1000,UCB_1000,GRAVE_1000,1148,891,1151,887
2021_04_07_19_26_40,UCB_1000,GRAVE_1000,GRAVE_1000,887,1151,883,1154
2021_04_07_19_26_40,SH_1000,UCB_1000,UCB_1000,1156,883,1139,899
2021_04_07_19_26_40,UCB_1000,SH_1000,SH_1000,899,1139,894,1143
2021_04_07_19_26_40,SHUSS_1000_C256,FLAT_1000,SHUSS_1000_C256,1270,831,1271,829
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C256,SHUSS_1000_C256,829,1271,827,1272
2021_04_07_19_26_40,UCT_1000,SH_1000,UCT_1000,1123,1143,1133,1132
2021_04_07_19_26_40,SH_1000,UCT_1000,UCT_1000,1132,1133,1122,1142
2021_04_07_19_26_40,SHUSS_1000_C16,UCB_1000,SHUSS_1000_C16,1336,894,1337,892
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C16,SHUSS_1000_C16,892,1337,890,1338
2021_04_07_19_26_40,UCB_1000,FLAT_1000,UCB_1000,890,827,898,818
2021_04_07_19_26_40,FLAT_1000,UCB_1000,FLAT_1000,818,898,830,885
2021_04_07_19_26_40,SHUSS_1000_C64,FLAT_1000,SHUSS_1000_C64,1232,830,1233,828
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C64,SHUSS_1000_C64,828,1233,826,1234
2021_04_07_19_26_40,SH_1000,GRAVE_1000,GRAVE_1000,1122,1154,1112,1163
2021_04_07_19_26_40,GRAVE_1000,SH_1000,GRAVE_1000,1163,1112,1171,1103
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C256,SHUSS_1000_C256,1295,1272,1284,1282
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C128,SHUSS_1000_C128,1282,1284,1272,1293
2021_04_07_19_26_40,SHUSS_1000_C16,SH_1000,SHUSS_1000_C16,1338,1103,1342,1098
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C16,SHUSS_1000_C16,1098,1342,1094,1345
2021_04_07_19_26_40,SHUSS_1000_C16,UCT_1000,UCT_1000,1345,1142,1329,1157
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C16,SHUSS_1000_C16,1157,1329,1151,1334
2021_04_07_19_26_40,SHUSS_1000_C64,RAVE_1000,Error,1234,1161,1234,1161
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C64,SHUSS_1000_C64,1161,1234,1153,1241
2021_04_07_19_26_40,SHUSS_1000_C128,GRAVE_1000,GRAVE_1000,1293,1171,1279,1184
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C128,GRAVE_1000,1184,1279,1196,1266
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C256,SHUSS_1000_C256,1334,1272,1322,1283
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C16,SHUSS_1000_C16,1283,1322,1274,1330
2021_04_07_19_26_40,UCT_1000,UCB_1000,UCT_1000,1151,885,1154,881
2021_04_07_19_26_40,UCB_1000,UCT_1000,UCT_1000,881,1154,877,1157
2021_04_07_19_26_40,RAVE_1000,UCB_1000,RAVE_1000,1153,877,1156,873
2021_04_07_19_26_40,UCB_1000,RAVE_1000,UCB_1000,873,1156,889,1139
2021_04_07_19_26_40,SHUSS_1000_C256,UCT_1000,SHUSS_1000_C256,1274,1157,1280,1150
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C256,SHUSS_1000_C256,1150,1280,1143,1286
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C64,SHUSS_1000_C64,1330,1241,1317,1253
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C16,SHUSS_1000_C64,1253,1317,1264,1305
2021_04_07_19_26_40,UCT_1000,GRAVE_1000,GRAVE_1000,1143,1196,1134,1204
2021_04_07_19_26_40,GRAVE_1000,UCT_1000,UCT_1000,1204,1134,1192,1145
2021_04_07_19_26_40,SHUSS_1000_C64,UCT_1000,SHUSS_1000_C64,1264,1145,1270,1138
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C64,SHUSS_1000_C64,1138,1270,1131,1276
2021_04_07_19_26_40,SHUSS_1000_C256,SH_1000,SHUSS_1000_C256,1286,1094,1290,1089
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C256,SHUSS_1000_C256,1089,1290,1084,1294
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C128,SHUSS_1000_C128,1276,1266,1265,1276
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C64,SHUSS_1000_C128,1276,1265,1285,1255
2021_04_07_19_26_40,SH_1000,FLAT_1000,SH_1000,1084,826,1087,822
2021_04_07_19_26_40,FLAT_1000,SH_1000,SH_1000,822,1087,818,1090
2021_04_07_19_26_40,SHUSS_1000_C256,FLAT_1000,SHUSS_1000_C256,1294,818,1295,816
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C256,SHUSS_1000_C256,816,1295,814,1296
2021_04_07_19_26_40,SHUSS_1000_C128,UCT_1000,UCT_1000,1285,1131,1270,1145
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C128,SHUSS_1000_C128,1145,1270,1138,1276
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C128,SHUSS_1000_C16,1305,1276,1314,1266
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C16,SHUSS_1000_C16,1266,1314,1257,1322
2021_04_07_19_26_40,UCT_1000,FLAT_1000,UCT_1000,1138,814,1140,811
2021_04_07_19_26_40,FLAT_1000,UCT_1000,UCT_1000,811,1140,808,1142
2021_04_07_19_26_40,UCT_1000,GRAVE_1000,GRAVE_1000,1142,1192,1133,1200
2021_04_07_19_26_40,GRAVE_1000,UCT_1000,UCT_1000,1200,1133,1188,1144
2021_04_07_19_26_40,GRAVE_1000,UCB_1000,GRAVE_1000,1188,889,1191,885
2021_04_07_19_26_40,UCB_1000,GRAVE_1000,GRAVE_1000,885,1191,882,1193
2021_04_07_19_26_40,SHUSS_1000_C256,UCB_1000,SHUSS_1000_C256,1296,882,1297,880
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C256,SHUSS_1000_C256,880,1297,878,1298
2021_04_07_19_26_40,SHUSS_1000_C256,RAVE_1000,SHUSS_1000_C256,1298,1139,1303,1133
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C256,SHUSS_1000_C256,1133,1303,1127,1308
2021_04_07_19_26_40,SHUSS_1000_C16,GRAVE_1000,GRAVE_1000,1322,1193,1308,1206
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C16,SHUSS_1000_C16,1206,1308,1198,1315
2021_04_07_19_26_40,SHUSS_1000_C256,GRAVE_1000,SHUSS_1000_C256,1308,1198,1314,1191
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C256,GRAVE_1000,1191,1314,1204,1300
2021_04_07_19_26_40,SHUSS_1000_C64,FLAT_1000,SHUSS_1000_C64,1255,808,1256,806
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C64,SHUSS_1000_C64,806,1256,804,1257
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C256,SHUSS_1000_C128,1257,1300,1268,1288
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C128,SHUSS_1000_C256,1288,1268,1297,1258
2021_04_07_19_26_40,SHUSS_1000_C16,FLAT_1000,SHUSS_1000_C16,1315,804,1316,802
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C16,SHUSS_1000_C16,802,1316,801,1316
2021_04_07_19_26_40,SHUSS_1000_C64,SH_1000,SH_1000,1257,1090,1242,1104
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C64,SH_1000,1104,1242,1117,1228
2021_04_07_19_26_40,GRAVE_1000,RAVE_1000,GRAVE_1000,1204,1127,1211,1119
2021_04_07_19_26_40,RAVE_1000,GRAVE_1000,GRAVE_1000,1119,1211,1111,1218
2021_04_07_19_26_40,SHUSS_1000_C128,SH_1000,SHUSS_1000_C128,1258,1117,1264,1110
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C128,SHUSS_1000_C128,1110,1264,1104,1269
2021_04_07_19_26_40,SHUSS_1000_C256,UCT_1000,SHUSS_1000_C256,1297,1144,1302,1138
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C256,SHUSS_1000_C256,1138,1302,1132,1307
2021_04_07_19_26_40,SHUSS_1000_C64,GRAVE_1000,SHUSS_1000_C64,1228,1218,1237,1208
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C64,GRAVE_1000,1208,1237,1218,1226
2021_04_07_19_26_40,SHUSS_1000_C64,UCT_1000,UCT_1000,1226,1132,1213,1144
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C64,SHUSS_1000_C64,1144,1213,1135,1221
2021_04_07_19_26_40,SHUSS_1000_C256,SH_1000,SH_1000,1307,1104,1291,1119
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C256,SH_1000,1119,1291,1133,1276
2021_04_07_19_26_40,SH_1000,UCB_1000,SH_1000,1133,878,1136,874
2021_04_07_19_26_40,UCB_1000,SH_1000,SH_1000,874,1136,870,1139
2021_04_07_19_26_40,UCT_1000,SH_1000,SH_1000,1135,1139,1125,1148
2021_04_07_19_26_40,SH_1000,UCT_1000,SH_1000,1148,1125,1157,1115
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C256,SHUSS_1000_C64,1221,1276,1232,1264
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C64,SHUSS_1000_C64,1264,1232,1253,1242
2021_04_07_19_26_40,SH_1000,FLAT_1000,FLAT_1000,1157,801,1139,818
2021_04_07_19_26_40,FLAT_1000,SH_1000,SH_1000,818,1139,815,1141
2021_04_07_19_26_40,GRAVE_1000,FLAT_1000,GRAVE_1000,1218,815,1219,813
2021_04_07_19_26_40,FLAT_1000,GRAVE_1000,GRAVE_1000,813,1219,811,1220
2021_04_07_19_26_40,SHUSS_1000_C64,RAVE_1000,SHUSS_1000_C64,1242,1111,1248,1104
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C64,RAVE_1000,1104,1248,1117,1234
2021_04_07_19_26_40,SHUSS_1000_C16,SH_1000,SH_1000,1316,1141,1301,1155
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C16,SHUSS_1000_C16,1155,1301,1148,1307
2021_04_07_19_26_40,SHUSS_1000_C128,FLAT_1000,SHUSS_1000_C128,1269,811,1270,809
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C128,SHUSS_1000_C128,809,1270,807,1271
2021_04_07_19_26_40,SHUSS_1000_C16,UCB_1000,SHUSS_1000_C16,1307,870,1308,868
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C16,SHUSS_1000_C16,868,1308,866,1309
2021_04_07_19_26_40,SHUSS_1000_C128,GRAVE_1000,SHUSS_1000_C128,1271,1220,1279,1211
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C128,GRAVE_1000,1211,1279,1222,1267
2021_04_07_19_26_40,SHUSS_1000_C16,UCT_1000,SHUSS_1000_C16,1309,1115,1313,1110
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C16,SHUSS_1000_C16,1110,1313,1105,1317
2021_04_07_19_26_40,UCB_1000,FLAT_1000,UCB_1000,866,807,874,798
2021_04_07_19_26_40,FLAT_1000,UCB_1000,UCB_1000,798,874,790,881
2021_04_07_19_26_40,RAVE_1000,UCB_1000,UCB_1000,1117,881,1101,896
2021_04_07_19_26_40,UCB_1000,RAVE_1000,RAVE_1000,896,1101,891,1105
2021_04_07_19_26_40,UCT_1000,UCB_1000,UCB_1000,1105,891,1089,906
2021_04_07_19_26_40,UCB_1000,UCT_1000,UCT_1000,906,1089,900,1094
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C64,SHUSS_1000_C16,1317,1234,1324,1226
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C16,SHUSS_1000_C64,1226,1324,1238,1311
2021_04_07_19_26_40,SH_1000,GRAVE_1000,GRAVE_1000,1148,1222,1140,1229
2021_04_07_19_26_40,GRAVE_1000,SH_1000,GRAVE_1000,1229,1140,1236,1132
2021_04_07_19_26_40,SHUSS_1000_C128,UCB_1000,SHUSS_1000_C128,1267,900,1269,897
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C128,SHUSS_1000_C128,897,1269,894,1271
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C128,SHUSS_1000_C64,1238,1271,1248,1260
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C64,SHUSS_1000_C128,1260,1248,1269,1238
2021_04_07_19_26_40,SHUSS_1000_C16,RAVE_1000,RAVE_1000,1311,1105,1295,1120
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C16,SHUSS_1000_C16,1120,1295,1114,1300
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C256,SHUSS_1000_C256,1300,1253,1288,1264
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C16,SHUSS_1000_C256,1264,1288,1274,1277
2021_04_07_19_26_40,RAVE_1000,FLAT_1000,FLAT_1000,1114,790,1096,807
2021_04_07_19_26_40,FLAT_1000,RAVE_1000,RAVE_1000,807,1096,803,1099
2021_04_07_19_26_40,SHUSS_1000_C64,UCB_1000,UCB_1000,1238,894,1220,911
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C64,SHUSS_1000_C64,911,1220,908,1222
2021_04_07_19_26_40,SH_1000,RAVE_1000,SH_1000,1132,1099,1141,1089
2021_04_07_19_26_40,RAVE_1000,SH_1000,RAVE_1000,1089,1141,1100,1129
2021_04_07_19_26_40,SHUSS_1000_C128,RAVE_1000,SHUSS_1000_C128,1269,1100,1274,1094
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C128,Error,1094,1274,1094,1274
2021_04_07_19_26_40,UCT_1000,RAVE_1000,UCT_1000,1094,1094,1104,1084
2021_04_07_19_26_40,RAVE_1000,UCT_1000,RAVE_1000,1084,1104,1094,1093
2021_04_07_19_26_40,SHUSS_1000_C64,RAVE_1000,SHUSS_1000_C64,1222,1094,1228,1087
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C64,SHUSS_1000_C64,1087,1228,1080,1234
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C256,SHUSS_1000_C256,1274,1274,1264,1284
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C128,SHUSS_1000_C128,1284,1264,1273,1274
2021_04_07_19_26_40,SHUSS_1000_C128,SH_1000,SHUSS_1000_C128,1274,1129,1280,1122
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C128,SH_1000,1122,1280,1136,1265
2021_04_07_19_26_40,GRAVE_1000,RAVE_1000,Error,1236,1080,1236,1080
2021_04_07_19_26_40,RAVE_1000,GRAVE_1000,RAVE_1000,1080,1236,1094,1221
2021_04_07_19_26_40,GRAVE_1000,FLAT_1000,GRAVE_1000,1221,803,1222,801
2021_04_07_19_26_40,FLAT_1000,GRAVE_1000,GRAVE_1000,801,1222,799,1223
2021_04_07_19_26_40,SHUSS_1000_C16,RAVE_1000,SHUSS_1000_C16,1277,1094,1282,1088
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C16,SHUSS_1000_C16,1088,1282,1083,1286
2021_04_07_19_26_40,SHUSS_1000_C256,UCB_1000,SHUSS_1000_C256,1273,908,1275,905
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C256,SHUSS_1000_C256,905,1275,902,1277
2021_04_07_19_26_40,SHUSS_1000_C128,GRAVE_1000,GRAVE_1000,1265,1223,1253,1234
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C128,SHUSS_1000_C128,1234,1253,1224,1262
2021_04_07_19_26_40,SHUSS_1000_C128,FLAT_1000,SHUSS_1000_C128,1262,799,1263,797
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C128,SHUSS_1000_C128,797,1263,795,1264
2021_04_07_19_26_40,SHUSS_1000_C16,SH_1000,SHUSS_1000_C16,1286,1136,1291,1130
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C16,SH_1000,1130,1291,1144,1276
2021_04_07_19_26_40,UCT_1000,FLAT_1000,UCT_1000,1093,795,1096,791
2021_04_07_19_26_40,FLAT_1000,UCT_1000,UCT_1000,791,1096,788,1098
2021_04_07_19_26_40,SHUSS_1000_C64,GRAVE_1000,GRAVE_1000,1234,1224,1223,1234
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C64,SHUSS_1000_C64,1234,1223,1223,1233
2021_04_07_19_26_40,SHUSS_1000_C16,GRAVE_1000,GRAVE_1000,1276,1223,1264,1234
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C16,GRAVE_1000,1234,1264,1244,1253
2021_04_07_19_26_40,RAVE_1000,UCB_1000,RAVE_1000,1083,902,1088,896
2021_04_07_19_26_40,UCB_1000,RAVE_1000,UCB_1000,896,1088,911,1072
2021_04_07_19_26_40,GRAVE_1000,UCB_1000,GRAVE_1000,1244,911,1246,908
2021_04_07_19_26_40,UCB_1000,GRAVE_1000,GRAVE_1000,908,1246,905,1248
2021_04_07_19_26_40,UCT_1000,RAVE_1000,UCT_1000,1098,1072,1107,1062
2021_04_07_19_26_40,RAVE_1000,UCT_1000,UCT_1000,1062,1107,1053,1115
2021_04_07_19_26_40,SHUSS_1000_C256,SH_1000,SHUSS_1000_C256,1277,1144,1283,1137
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C256,SHUSS_1000_C256,1137,1283,1130,1289
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C256,SHUSS_1000_C256,1253,1289,1244,1297
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C16,SHUSS_1000_C256,1297,1244,1305,1235
2021_04_07_19_26_40,SHUSS_1000_C64,UCT_1000,UCT_1000,1233,1115,1219,1128
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C64,SHUSS_1000_C64,1128,1219,1120,1226
2021_04_07_19_26_40,RAVE_1000,FLAT_1000,Error,1053,788,1053,788
2021_04_07_19_26_40,FLAT_1000,RAVE_1000,RAVE_1000,788,1053,784,1056
2021_04_07_19_26_40,SHUSS_1000_C16,FLAT_1000,SHUSS_1000_C16,1235,784,1236,782
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C16,SHUSS_1000_C16,782,1236,780,1237
2021_04_07_19_26_40,UCB_1000,FLAT_1000,UCB_1000,905,780,911,773
2021_04_07_19_26_40,FLAT_1000,UCB_1000,FLAT_1000,773,911,786,897
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C128,SHUSS_1000_C16,1237,1264,1247,1253
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C16,SHUSS_1000_C16,1253,1247,1242,1257
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C128,SHUSS_1000_C64,1226,1242,1236,1231
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C64,SHUSS_1000_C64,1231,1236,1221,1245
2021_04_07_19_26_40,SHUSS_1000_C16,UCB_1000,SHUSS_1000_C16,1257,897,1259,894
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C16,SHUSS_1000_C16,894,1259,891,1261
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C64,SHUSS_1000_C16,1261,1245,1270,1235
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C16,SHUSS_1000_C64,1235,1270,1246,1258
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C256,SHUSS_1000_C256,1246,1305,1237,1313
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C64,SHUSS_1000_C256,1313,1237,1320,1229
2021_04_07_19_26_40,SHUSS_1000_C256,UCT_1000,SHUSS_1000_C256,1320,1120,1324,1115
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C256,SHUSS_1000_C256,1115,1324,1110,1328
2021_04_07_19_26_40,SHUSS_1000_C256,GRAVE_1000,GRAVE_1000,1328,1248,1315,1260
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C256,SHUSS_1000_C256,1260,1315,1251,1323
2021_04_07_19_26_40,SHUSS_1000_C128,UCT_1000,UCT_1000,1221,1110,1207,1123
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C128,SHUSS_1000_C128,1123,1207,1115,1214
2021_04_07_19_26_40,SHUSS_1000_C128,UCB_1000,SHUSS_1000_C128,1214,891,1216,888
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C128,SHUSS_1000_C128,888,1216,885,1218
2021_04_07_19_26_40,SH_1000,UCB_1000,SH_1000,1130,885,1133,881
2021_04_07_19_26_40,UCB_1000,SH_1000,UCB_1000,881,1133,897,1116
2021_04_07_19_26_40,SH_1000,RAVE_1000,RAVE_1000,1116,1056,1104,1067
2021_04_07_19_26_40,RAVE_1000,SH_1000,RAVE_1000,1067,1104,1078,1092
