datetime,White,Black,Winner,Elo White Before,Elo Black Before,Elo White After,Elo Black After
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C64,SHUSS_1000_C256,1235,1302,1246,1290
2021_04_07_19_26_40,SHUSS_1000_C256,FLAT_1000,SHUSS_1000_C256,1246,960,1249,956
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C256,SHUSS_1000_C256,956,1249,952,1252
2021_04_07_19_26_40,SHUSS_1000_C16,RAVE_1000,SHUSS_1000_C16,1308,1166,1314,1159
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C16,RAVE_1000,1159,1314,1173,1299
2021_04_07_19_26_40,SHUSS_1000_C16,GRAVE_1000,GRAVE_1000,1299,1221,1286,1233
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C16,SHUSS_1000_C16,1233,1286,1224,1294
2021_04_07_19_26_40,UCT_1000,SH_1000,UCT_1000,1129,1201,1141,1188
2021_04_07_19_26_40,SH_1000,UCT_1000,UCT_1000,1188,1141,1176,1152
2021_04_07_19_26_40,SHUSS_1000_C256,GRAVE_1000,SHUSS_1000_C256,1252,1224,1261,1214
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C256,GRAVE_1000,1214,1261,1225,1249
2021_04_07_19_26_40,UCT_1000,UCB_1000,UCT_1000,1152,1019,1158,1012
2021_04_07_19_26_40,UCB_1000,UCT_1000,UCT_1000,1012,1158,1005,1164
2021_04_07_19_26_40,UCT_1000,UCB_1000,UCB_1000,1164,1005,1149,1019
2021_04_07_19_26_40,UCB_1000,UCT_1000,UCB_1000,1019,1149,1032,1135
2021_04_07_19_26_40,RAVE_1000,UCB_1000,RAVE_1000,1173,1032,1179,1025
2021_04_07_19_26_40,UCB_1000,RAVE_1000,RAVE_1000,1025,1179,1019,1184
2021_04_07_19_26_40,SHUSS_1000_C256,RAVE_1000,SHUSS_1000_C256,1249,1184,1257,1175
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C256,SHUSS_1000_C256,1175,1257,1167,1264
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C128,SHUSS_1000_C64,1290,1220,1298,1211
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C64,SHUSS_1000_C128,1211,1298,1223,1285
2021_04_07_19_26_40,UCB_1000,FLAT_1000,UCB_1000,1019,952,1027,943
2021_04_07_19_26_40,FLAT_1000,UCB_1000,UCB_1000,943,1027,935,1034
2021_04_07_19_26_40,SHUSS_1000_C16,UCT_1000,UCT_1000,1294,1135,1279,1149
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C16,SHUSS_1000_C16,1149,1279,1142,1285
2021_04_07_19_26_40,SHUSS_1000_C128,UCT_1000,UCT_1000,1223,1142,1210,1154
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C128,SHUSS_1000_C128,1154,1210,1145,1218
2021_04_07_19_26_40,SHUSS_1000_C256,UCT_1000,UCT_1000,1264,1145,1250,1158
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C256,SHUSS_1000_C256,1158,1250,1150,1257
2021_04_07_19_26_40,GRAVE_1000,FLAT_1000,GRAVE_1000,1225,935,1228,931
2021_04_07_19_26_40,FLAT_1000,GRAVE_1000,GRAVE_1000,931,1228,927,1231
2021_04_07_19_26_40,SHUSS_1000_C64,FLAT_1000,SHUSS_1000_C64,1285,927,1287,924
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C64,SHUSS_1000_C64,924,1287,921,1289
2021_04_07_19_26_40,SHUSS_1000_C64,UCT_1000,SHUSS_1000_C64,1289,1150,1295,1143
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C64,SHUSS_1000_C64,1143,1295,1137,1300
2021_04_07_19_26_40,SHUSS_1000_C64,UCB_1000,SHUSS_1000_C64,1300,1034,1303,1030
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C64,SHUSS_1000_C64,1030,1303,1026,1306
2021_04_07_19_26_40,SH_1000,FLAT_1000,FLAT_1000,1176,921,1159,937
2021_04_07_19_26_40,FLAT_1000,SH_1000,SH_1000,937,1159,932,1163
2021_04_07_19_26_40,SHUSS_1000_C16,GRAVE_1000,SHUSS_1000_C16,1285,1231,1293,1222
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C16,SHUSS_1000_C16,1222,1293,1214,1300
2021_04_07_19_26_40,SHUSS_1000_C16,SH_1000,SH_1000,1300,1163,1286,1176
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C16,SHUSS_1000_C16,1176,1286,1169,1292
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C256,SHUSS_1000_C128,1218,1257,1229,1245
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C128,SHUSS_1000_C256,1245,1229,1254,1219
2021_04_07_19_26_40,SHUSS_1000_C16,FLAT_1000,SHUSS_1000_C16,1292,932,1294,929
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C16,SHUSS_1000_C16,929,1294,926,1296
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C256,SHUSS_1000_C256,1306,1254,1294,1265
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C64,SHUSS_1000_C64,1265,1294,1255,1303
2021_04_07_19_26_40,SHUSS_1000_C16,UCB_1000,SHUSS_1000_C16,1296,1026,1299,1022
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C16,SHUSS_1000_C16,1022,1299,1018,1302
2021_04_07_19_26_40,SH_1000,GRAVE_1000,SH_1000,1169,1214,1180,1202
2021_04_07_19_26_40,GRAVE_1000,SH_1000,GRAVE_1000,1202,1180,1211,1170
2021_04_07_19_26_40,RAVE_1000,FLAT_1000,RAVE_1000,1167,926,1170,922
2021_04_07_19_26_40,FLAT_1000,RAVE_1000,RAVE_1000,922,1170,918,1173
2021_04_07_19_26_40,SHUSS_1000_C256,SH_1000,SHUSS_1000_C256,1255,1170,1262,1162
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C256,SH_1000,1162,1262,1174,1249
2021_04_07_19_26_40,SHUSS_1000_C64,GRAVE_1000,SHUSS_1000_C64,1303,1211,1310,1203
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C64,SHUSS_1000_C64,1203,1310,1195,1317
2021_04_07_19_26_40,SH_1000,UCB_1000,SH_1000,1174,1018,1179,1012
2021_04_07_19_26_40,UCB_1000,SH_1000,SH_1000,1012,1179,1006,1184
2021_04_07_19_26_40,SHUSS_1000_C256,GRAVE_1000,SHUSS_1000_C256,1249,1195,1257,1186
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C256,SHUSS_1000_C256,1186,1257,1178,1264
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C128,SHUSS_1000_C128,1302,1219,1289,1231
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C16,SHUSS_1000_C16,1231,1289,1222,1297
2021_04_07_19_26_40,UCT_1000,RAVE_1000,UCT_1000,1137,1173,1148,1161
2021_04_07_19_26_40,RAVE_1000,UCT_1000,RAVE_1000,1161,1148,1170,1138
2021_04_07_19_26_40,GRAVE_1000,RAVE_1000,GRAVE_1000,1178,1170,1187,1160
2021_04_07_19_26_40,RAVE_1000,GRAVE_1000,Error,1160,1187,1160,1187
2021_04_07_19_26_40,SHUSS_1000_C128,FLAT_1000,FLAT_1000,1222,918,1204,935
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C128,SHUSS_1000_C128,935,1204,931,1207
2021_04_07_19_26_40,SHUSS_1000_C128,UCB_1000,SHUSS_1000_C128,1207,1006,1211,1001
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C128,SHUSS_1000_C128,1001,1211,996,1215
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C256,SHUSS_1000_C16,1297,1264,1306,1254
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C16,SHUSS_1000_C16,1254,1306,1245,1314
2021_04_07_19_26_40,UCT_1000,GRAVE_1000,GRAVE_1000,1138,1187,1129,1195
2021_04_07_19_26_40,GRAVE_1000,UCT_1000,UCT_1000,1195,1129,1183,1140
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C64,SHUSS_1000_C16,1314,1317,1324,1306
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C16,SHUSS_1000_C64,1306,1324,1316,1313
2021_04_07_19_26_40,UCT_1000,SH_1000,UCT_1000,1140,1184,1151,1172
2021_04_07_19_26_40,SH_1000,UCT_1000,SH_1000,1172,1151,1181,1141
2021_04_07_19_26_40,UCT_1000,FLAT_1000,UCT_1000,1141,931,1145,926
2021_04_07_19_26_40,FLAT_1000,UCT_1000,UCT_1000,926,1145,921,1149
2021_04_07_19_26_40,SHUSS_1000_C16,RAVE_1000,SHUSS_1000_C16,1313,1160,1318,1154
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C16,SHUSS_1000_C16,1154,1318,1148,1323
2021_04_07_19_26_40,SHUSS_1000_C64,RAVE_1000,SHUSS_1000_C64,1316,1148,1321,1142
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C64,RAVE_1000,1142,1321,1156,1306
2021_04_07_19_26_40,SHUSS_1000_C128,RAVE_1000,SHUSS_1000_C128,1215,1156,1223,1147
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C128,RAVE_1000,1147,1223,1159,1210
2021_04_07_19_26_40,GRAVE_1000,UCB_1000,GRAVE_1000,1183,996,1188,990
2021_04_07_19_26_40,UCB_1000,GRAVE_1000,GRAVE_1000,990,1188,985,1192
2021_04_07_19_26_40,SH_1000,RAVE_1000,Error,1181,1159,1181,1159
2021_04_07_19_26_40,RAVE_1000,SH_1000,RAVE_1000,1159,1181,1169,1170
2021_04_07_19_26_40,SHUSS_1000_C128,SH_1000,SH_1000,1210,1170,1198,1181
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C128,SHUSS_1000_C128,1181,1198,1171,1207
2021_04_07_19_26_40,SHUSS_1000_C64,SH_1000,SH_1000,1306,1171,1292,1184
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C64,SHUSS_1000_C64,1184,1292,1177,1298
2021_04_07_19_26_40,SHUSS_1000_C256,FLAT_1000,SHUSS_1000_C256,1245,921,1247,918
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C256,SHUSS_1000_C256,918,1247,915,1249
2021_04_07_19_26_40,SHUSS_1000_C128,GRAVE_1000,GRAVE_1000,1207,1192,1196,1202
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C128,SHUSS_1000_C128,1202,1196,1191,1206
2021_04_07_19_26_40,SHUSS_1000_C256,UCB_1000,SHUSS_1000_C256,1249,985,1252,981
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C256,SHUSS_1000_C256,981,1252,977,1255
2021_04_07_19_26_40,SHUSS_1000_C256,UCT_1000,SHUSS_1000_C256,1255,1149,1262,1141
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C256,SHUSS_1000_C256,1141,1262,1134,1268
2021_04_07_19_26_40,SHUSS_1000_C256,UCB_1000,UCB_1000,1268,977,1251,993
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C256,SHUSS_1000_C256,993,1251,989,1254
2021_04_07_19_26_40,SHUSS_1000_C256,RAVE_1000,RAVE_1000,1254,1169,1241,1181
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C256,Error,1181,1241,1181,1241
2021_04_07_19_26_40,SHUSS_1000_C64,GRAVE_1000,GRAVE_1000,1298,1191,1285,1203
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C64,SHUSS_1000_C64,1203,1285,1195,1292
2021_04_07_19_26_40,SHUSS_1000_C64,UCB_1000,SHUSS_1000_C64,1292,989,1294,986
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C64,SHUSS_1000_C64,986,1294,983,1296
2021_04_07_19_26_40,SHUSS_1000_C128,FLAT_1000,SHUSS_1000_C128,1206,915,1209,911
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C128,SHUSS_1000_C128,911,1209,907,1212
2021_04_07_19_26_40,UCT_1000,UCB_1000,UCB_1000,1134,983,1119,997
2021_04_07_19_26_40,UCB_1000,UCT_1000,UCT_1000,997,1119,990,1125
2021_04_07_19_26_40,RAVE_1000,FLAT_1000,RAVE_1000,1181,907,1184,903
2021_04_07_19_26_40,FLAT_1000,RAVE_1000,RAVE_1000,903,1184,899,1187
2021_04_07_19_26_40,SHUSS_1000_C256,GRAVE_1000,GRAVE_1000,1241,1195,1229,1206
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C256,SHUSS_1000_C256,1206,1229,1196,1238
2021_04_07_19_26_40,SHUSS_1000_C64,SH_1000,SHUSS_1000_C64,1296,1177,1302,1170
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C64,SHUSS_1000_C64,1170,1302,1163,1308
2021_04_07_19_26_40,SHUSS_1000_C16,FLAT_1000,SHUSS_1000_C16,1323,899,1324,897
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C16,SHUSS_1000_C16,897,1324,895,1325
2021_04_07_19_26_40,SHUSS_1000_C128,RAVE_1000,SHUSS_1000_C128,1212,1187,1221,1177
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C128,SHUSS_1000_C128,1177,1221,1168,1229
2021_04_07_19_26_40,UCT_1000,GRAVE_1000,UCT_1000,1125,1196,1137,1183
2021_04_07_19_26_40,GRAVE_1000,UCT_1000,GRAVE_1000,1183,1137,1191,1128
2021_04_07_19_26_40,SHUSS_1000_C64,UCT_1000,UCT_1000,1308,1128,1293,1142
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C64,UCT_1000,1142,1293,1156,1278
2021_04_07_19_26_40,UCT_1000,SH_1000,UCT_1000,1156,1163,1166,1152
2021_04_07_19_26_40,SH_1000,UCT_1000,UCT_1000,1152,1166,1142,1175
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C64,SHUSS_1000_C64,1325,1278,1313,1289
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C16,SHUSS_1000_C16,1289,1313,1279,1322
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C128,SHUSS_1000_C128,1279,1229,1267,1240
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C64,SHUSS_1000_C128,1240,1267,1250,1256
2021_04_07_19_26_40,GRAVE_1000,FLAT_1000,GRAVE_1000,1191,895,1194,891
2021_04_07_19_26_40,FLAT_1000,GRAVE_1000,GRAVE_1000,891,1194,888,1196
2021_04_07_19_26_40,SH_1000,GRAVE_1000,GRAVE_1000,1142,1196,1133,1204
2021_04_07_19_26_40,GRAVE_1000,SH_1000,GRAVE_1000,1204,1133,1211,1125
2021_04_07_19_26_40,SHUSS_1000_C256,SH_1000,SHUSS_1000_C256,1238,1125,1244,1118
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C256,SH_1000,1118,1244,1131,1230
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C128,SHUSS_1000_C128,1322,1250,1309,1262
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C16,SHUSS_1000_C128,1262,1309,1273,1297
2021_04_07_19_26_40,SHUSS_1000_C16,GRAVE_1000,GRAVE_1000,1297,1211,1284,1223
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C16,SHUSS_1000_C16,1223,1284,1214,1292
2021_04_07_19_26_40,SH_1000,FLAT_1000,FLAT_1000,1131,888,1114,904
2021_04_07_19_26_40,FLAT_1000,SH_1000,SH_1000,904,1114,899,1118
2021_04_07_19_26_40,SHUSS_1000_C128,UCB_1000,SHUSS_1000_C128,1273,990,1276,986
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C128,SHUSS_1000_C128,986,1276,982,1279
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C256,SHUSS_1000_C16,1292,1230,1300,1221
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C16,SHUSS_1000_C16,1221,1300,1213,1307
2021_04_07_19_26_40,SHUSS_1000_C128,SH_1000,SH_1000,1279,1118,1264,1132
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C128,SHUSS_1000_C128,1132,1264,1125,1270
2021_04_07_19_26_40,SHUSS_1000_C16,SH_1000,SHUSS_1000_C16,1307,1125,1312,1119
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C16,SHUSS_1000_C16,1119,1312,1114,1316
2021_04_07_19_26_40,SHUSS_1000_C16,UCT_1000,UCT_1000,1316,1175,1302,1188
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C16,SHUSS_1000_C16,1188,1302,1181,1308
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C256,SHUSS_1000_C64,1256,1213,1264,1204
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C64,SHUSS_1000_C256,1204,1264,1215,1252
2021_04_07_19_26_40,SHUSS_1000_C256,FLAT_1000,SHUSS_1000_C256,1215,899,1217,896
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C256,SHUSS_1000_C256,896,1217,893,1219
2021_04_07_19_26_40,RAVE_1000,UCB_1000,RAVE_1000,1168,982,1173,976
2021_04_07_19_26_40,UCB_1000,RAVE_1000,RAVE_1000,976,1173,971,1177
2021_04_07_19_26_40,SHUSS_1000_C128,UCT_1000,SHUSS_1000_C128,1270,1181,1277,1173
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C128,UCT_1000,1173,1277,1185,1264
2021_04_07_19_26_40,GRAVE_1000,RAVE_1000,GRAVE_1000,1214,1177,1222,1168
2021_04_07_19_26_40,RAVE_1000,GRAVE_1000,GRAVE_1000,1168,1222,1159,1230
2021_04_07_19_26_40,UCB_1000,FLAT_1000,UCB_1000,971,893,978,885
2021_04_07_19_26_40,FLAT_1000,UCB_1000,FLAT_1000,885,978,897,965
2021_04_07_19_26_40,SHUSS_1000_C128,GRAVE_1000,SHUSS_1000_C128,1264,1230,1273,1220
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C128,SHUSS_1000_C128,1220,1273,1211,1281
2021_04_07_19_26_40,UCT_1000,RAVE_1000,RAVE_1000,1185,1159,1174,1169
2021_04_07_19_26_40,RAVE_1000,UCT_1000,UCT_1000,1169,1174,1159,1183
2021_04_07_19_26_40,SHUSS_1000_C64,FLAT_1000,SHUSS_1000_C64,1252,897,1254,894
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C64,SHUSS_1000_C64,894,1254,891,1256
2021_04_07_19_26_40,UCT_1000,FLAT_1000,UCT_1000,1183,891,1186,887
2021_04_07_19_26_40,FLAT_1000,UCT_1000,UCT_1000,887,1186,883,1189
2021_04_07_19_26_40,GRAVE_1000,UCB_1000,GRAVE_1000,1211,965,1214,961
2021_04_07_19_26_40,UCB_1000,GRAVE_1000,GRAVE_1000,961,1214,957,1217
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C256,SHUSS_1000_C128,1281,1219,1289,1210
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C128,SHUSS_1000_C128,1210,1289,1202,1296
2021_04_07_19_26_40,SHUSS_1000_C64,RAVE_1000,SHUSS_1000_C64,1256,1159,1263,1151
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C64,Error,1151,1263,1151,1263
2021_04_07_19_26_40,SHUSS_1000_C16,UCB_1000,SHUSS_1000_C16,1308,957,1310,954
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C16,SHUSS_1000_C16,954,1310,951,1312
2021_04_07_19_26_40,SH_1000,RAVE_1000,SH_1000,1114,1151,1125,1139
2021_04_07_19_26_40,RAVE_1000,SH_1000,RAVE_1000,1139,1125,1148,1115
2021_04_07_19_26_40,SHUSS_1000_C16,RAVE_1000,SHUSS_1000_C16,1312,1148,1317,1142
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C16,SHUSS_1000_C16,1142,1317,1136,1322
2021_04_07_19_26_40,SH_1000,UCB_1000,SH_1000,1115,951,1120,945
2021_04_07_19_26_40,UCB_1000,SH_1000,SH_1000,945,1120,939,1125
2021_04_07_19_26_40,SHUSS_1000_C128,GRAVE_1000,SHUSS_1000_C128,1296,1217,1303,1209
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C128,GRAVE_1000,1209,1303,1221,1290
2021_04_07_19_26_40,UCT_1000,GRAVE_1000,GRAVE_1000,1189,1221,1179,1230
2021_04_07_19_26_40,GRAVE_1000,UCT_1000,UCT_1000,1230,1179,1218,1190
2021_04_07_19_26_40,GRAVE_1000,RAVE_1000,GRAVE_1000,1218,1136,1225,1128
2021_04_07_19_26_40,RAVE_1000,GRAVE_1000,GRAVE_1000,1128,1225,1120,1232
2021_04_07_19_26_40,SHUSS_1000_C64,UCT_1000,SHUSS_1000_C64,1263,1190,1270,1182
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C64,SHUSS_1000_C64,1182,1270,1174,1277
2021_04_07_19_26_40,SHUSS_1000_C128,RAVE_1000,SHUSS_1000_C128,1290,1120,1295,1114
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C128,SHUSS_1000_C128,1114,1295,1108,1300
2021_04_07_19_26_40,UCT_1000,FLAT_1000,UCT_1000,1174,883,1177,879
2021_04_07_19_26_40,FLAT_1000,UCT_1000,UCT_1000,879,1177,875,1180
2021_04_07_19_26_40,SHUSS_1000_C128,UCT_1000,UCT_1000,1300,1180,1286,1193
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C128,SHUSS_1000_C128,1193,1286,1185,1293
2021_04_07_19_26_40,SH_1000,FLAT_1000,SH_1000,1125,875,1128,871
2021_04_07_19_26_40,FLAT_1000,SH_1000,SH_1000,871,1128,867,1131
2021_04_07_19_26_40,SHUSS_1000_C256,SH_1000,SH_1000,1202,1131,1189,1143
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C256,SHUSS_1000_C256,1143,1189,1134,1197
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C256,SHUSS_1000_C256,1293,1197,1280,1209
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C128,SHUSS_1000_C128,1209,1280,1201,1287
2021_04_07_19_26_40,UCT_1000,RAVE_1000,RAVE_1000,1185,1108,1172,1120
2021_04_07_19_26_40,RAVE_1000,UCT_1000,RAVE_1000,1120,1172,1131,1160
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C128,SHUSS_1000_C16,1322,1287,1330,1278
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C16,SHUSS_1000_C16,1278,1330,1269,1338
2021_04_07_19_26_40,SHUSS_1000_C256,RAVE_1000,RAVE_1000,1201,1131,1189,1142
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C256,SHUSS_1000_C256,1142,1189,1133,1197
2021_04_07_19_26_40,SH_1000,GRAVE_1000,SH_1000,1134,1232,1146,1219
2021_04_07_19_26_40,GRAVE_1000,SH_1000,SH_1000,1219,1146,1206,1158
2021_04_07_19_26_40,SHUSS_1000_C16,GRAVE_1000,GRAVE_1000,1338,1206,1324,1219
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C16,SHUSS_1000_C16,1219,1324,1211,1331
2021_04_07_19_26_40,SHUSS_1000_C64,FLAT_1000,SHUSS_1000_C64,1277,867,1278,865
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C64,SHUSS_1000_C64,865,1278,863,1279
2021_04_07_19_26_40,RAVE_1000,FLAT_1000,RAVE_1000,1133,863,1136,859
2021_04_07_19_26_40,FLAT_1000,RAVE_1000,RAVE_1000,859,1136,855,1139
2021_04_07_19_26_40,SHUSS_1000_C16,RAVE_1000,SHUSS_1000_C16,1331,1139,1335,1134
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C16,RAVE_1000,1134,1335,1149,1319
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C128,SHUSS_1000_C64,1279,1269,1288,1259
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C64,SHUSS_1000_C128,1259,1288,1269,1277
2021_04_07_19_26_40,UCB_1000,FLAT_1000,UCB_1000,939,855,946,847
2021_04_07_19_26_40,FLAT_1000,UCB_1000,UCB_1000,847,946,839,953
2021_04_07_19_26_40,SHUSS_1000_C16,UCB_1000,SHUSS_1000_C16,1319,953,1321,950
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C16,SHUSS_1000_C16,950,1321,947,1323
2021_04_07_19_26_40,UCT_1000,UCB_1000,UCT_1000,1160,947,1164,942
2021_04_07_19_26_40,UCB_1000,UCT_1000,UCT_1000,942,1164,937,1168
2021_04_07_19_26_40,GRAVE_1000,FLAT_1000,FLAT_1000,1211,839,1193,856
2021_04_07_19_26_40,FLAT_1000,GRAVE_1000,FLAT_1000,856,1193,873,1175
2021_04_07_19_26_40,SHUSS_1000_C128,UCB_1000,SHUSS_1000_C128,1269,937,1271,934
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C128,SHUSS_1000_C128,934,1271,931,1273
2021_04_07_19_26_40,SHUSS_1000_C64,UCB_1000,SHUSS_1000_C64,1277,931,1279,928
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C64,SHUSS_1000_C64,928,1279,925,1281
2021_04_07_19_26_40,RAVE_1000,UCB_1000,UCB_1000,1149,925,1133,940
2021_04_07_19_26_40,UCB_1000,RAVE_1000,RAVE_1000,940,1133,935,1137
2021_04_07_19_26_40,SHUSS_1000_C16,SH_1000,SHUSS_1000_C16,1323,1158,1328,1152
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C16,SHUSS_1000_C16,1152,1328,1146,1333
2021_04_07_19_26_40,SHUSS_1000_C64,GRAVE_1000,SHUSS_1000_C64,1281,1175,1288,1167
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C64,SHUSS_1000_C64,1167,1288,1160,1294
2021_04_07_19_26_40,SHUSS_1000_C64,RAVE_1000,RAVE_1000,1294,1137,1279,1151
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C64,SHUSS_1000_C64,1151,1279,1144,1285
2021_04_07_19_26_40,SHUSS_1000_C256,UCB_1000,SHUSS_1000_C256,1197,935,1200,931
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C256,SHUSS_1000_C256,931,1200,927,1203
2021_04_07_19_26_40,SHUSS_1000_C256,FLAT_1000,SHUSS_1000_C256,1203,873,1205,870
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C256,SHUSS_1000_C256,870,1205,867,1207
2021_04_07_19_26_40,SHUSS_1000_C256,GRAVE_1000,SHUSS_1000_C256,1207,1160,1215,1151
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C256,GRAVE_1000,1151,1215,1162,1203
2021_04_07_19_26_40,SHUSS_1000_C64,SH_1000,SH_1000,1285,1146,1271,1159
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C64,SHUSS_1000_C64,1159,1271,1152,1277
2021_04_07_19_26_40,SH_1000,RAVE_1000,Error,1152,1144,1152,1144
2021_04_07_19_26_40,RAVE_1000,SH_1000,RAVE_1000,1144,1152,1154,1141
2021_04_07_19_26_40,SH_1000,UCB_1000,SH_1000,1141,927,1145,922
2021_04_07_19_26_40,UCB_1000,SH_1000,SH_1000,922,1145,917,1149
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C64,SHUSS_1000_C16,1333,1277,1341,1268
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C16,SHUSS_1000_C16,1268,1341,1260,1348
