Unnamed: 0,datetime,White,Black,Winner,Elo White Before,Elo Black Before,Elo White After,Elo Black After
,2021_04_08_14_15_58,FLAT_1000,GRAVE_1000,GRAVE_1000,950,1160,945,1164
,2021_04_08_14_15_58,SHUSS_1000_C256,SH_1000,SHUSS_1000_C256,1331,1092,1335,1087
,2021_04_08_14_15_58,SH_1000,SHUSS_1000_C256,SHUSS_1000_C256,1087,1335,1083,1338
,2021_04_08_14_15_58,UCT_1000,GRAVE_1000,GRAVE_1000,1200,1164,1188,1175
,2021_04_08_14_15_58,GRAVE_1000,UCT_1000,UCT_1000,1175,1188,1165,1197
,2021_04_08_14_15_58,UCT_1000,SH_1000,UCT_1000,1197,1083,1203,1076
,2021_04_08_14_15_58,SH_1000,UCT_1000,UCT_1000,1076,1203,1069,1209
,2021_04_08_14_15_58,SH_1000,GRAVE_1000,SH_1000,1069,1165,1081,1152
,2021_04_08_14_15_58,GRAVE_1000,SH_1000,GRAVE_1000,1152,1081,1159,1073
,2021_04_08_14_15_58,SH_1000,RAVE_1000,RAVE_1000,1073,1089,1063,1098
,2021_04_08_14_15_58,RAVE_1000,SH_1000,RAVE_1000,1098,1063,1106,1054
,2021_04_08_14_15_58,SHUSS_1000_C128,SH_1000,SH_1000,1312,1054,1295,1070
,2021_04_08_14_15_58,SH_1000,SHUSS_1000_C128,SHUSS_1000_C128,1070,1295,1065,1299
,2021_04_08_14_15_58,SHUSS_1000_C256,UCB_1000,SHUSS_1000_C256,1338,958,1340,955
,2021_04_08_14_15_58,UCB_1000,SHUSS_1000_C256,SHUSS_1000_C256,955,1340,953,1341
,2021_04_08_14_15_58,SHUSS_1000_C256,RAVE_1000,SHUSS_1000_C256,1341,1106,1345,1101
,2021_04_08_14_15_58,RAVE_1000,SHUSS_1000_C256,SHUSS_1000_C256,1101,1345,1097,1348
,2021_04_08_14_15_58,SHUSS_1000_C128,GRAVE_1000,SHUSS_1000_C128,1299,1159,1305,1152
,2021_04_08_14_15_58,GRAVE_1000,SHUSS_1000_C128,SHUSS_1000_C128,1152,1305,1146,1310
,2021_04_08_14_15_58,RAVE_1000,UCB_1000,RAVE_1000,1097,953,1103,946
,2021_04_08_14_15_58,UCB_1000,RAVE_1000,RAVE_1000,946,1103,940,1108
,2021_04_08_14_15_58,SHUSS_1000_C16,UCB_1000,SHUSS_1000_C16,1284,940,1286,937
,2021_04_08_14_15_58,UCB_1000,SHUSS_1000_C16,SHUSS_1000_C16,937,1286,934,1288
,2021_04_08_14_15_58,SHUSS_1000_C16,GRAVE_1000,SHUSS_1000_C16,1288,1146,1294,1139
,2021_04_08_14_15_58,GRAVE_1000,SHUSS_1000_C16,SHUSS_1000_C16,1139,1294,1133,1299
,2021_04_08_14_15_58,SHUSS_1000_C128,SH_1000,SH_1000,1310,1065,1293,1081
,2021_04_08_14_15_58,SH_1000,SHUSS_1000_C128,SHUSS_1000_C128,1081,1293,1076,1297
,2021_04_08_14_15_58,SHUSS_1000_C64,FLAT_1000,SHUSS_1000_C64,1362,945,1363,943
,2021_04_08_14_15_58,FLAT_1000,SHUSS_1000_C64,SHUSS_1000_C64,943,1363,941,1364
,2021_04_08_14_15_58,SHUSS_1000_C128,UCT_1000,SHUSS_1000_C128,1297,1209,1304,1201
,2021_04_08_14_15_58,UCT_1000,SHUSS_1000_C128,UCT_1000,1201,1304,1213,1291
,2021_04_08_14_15_58,SHUSS_1000_C256,RAVE_1000,SHUSS_1000_C256,1348,1108,1352,1103
,2021_04_08_14_15_58,RAVE_1000,SHUSS_1000_C256,SHUSS_1000_C256,1103,1352,1099,1355
,2021_04_08_14_15_58,UCT_1000,UCB_1000,UCT_1000,1213,934,1216,930
,2021_04_08_14_15_58,UCB_1000,UCT_1000,UCT_1000,930,1216,926,1219
,2021_04_08_14_15_58,GRAVE_1000,FLAT_1000,GRAVE_1000,1133,941,1137,936
,2021_04_08_14_15_58,FLAT_1000,GRAVE_1000,GRAVE_1000,936,1137,931,1141
,2021_04_08_14_15_58,SHUSS_1000_C64,SHUSS_1000_C128,SHUSS_1000_C128,1364,1291,1351,1303
,2021_04_08_14_15_58,SHUSS_1000_C128,SHUSS_1000_C64,SHUSS_1000_C64,1303,1351,1294,1359
,2021_04_08_14_15_58,SH_1000,UCB_1000,UCB_1000,1076,926,1061,940
,2021_04_08_14_15_58,UCB_1000,SH_1000,SH_1000,940,1061,933,1067
,2021_04_08_14_15_58,SH_1000,GRAVE_1000,GRAVE_1000,1067,1141,1059,1148
,2021_04_08_14_15_58,GRAVE_1000,SH_1000,SH_1000,1148,1059,1135,1071
,2021_04_08_14_15_58,SHUSS_1000_C128,RAVE_1000,SHUSS_1000_C128,1294,1099,1298,1094
,2021_04_08_14_15_58,RAVE_1000,SHUSS_1000_C128,SHUSS_1000_C128,1094,1298,1089,1302
,2021_04_08_14_15_58,SHUSS_1000_C64,UCB_1000,UCB_1000,1359,933,1340,951
,2021_04_08_14_15_58,UCB_1000,SHUSS_1000_C64,SHUSS_1000_C64,951,1340,949,1341
,2021_04_08_14_15_58,SHUSS_1000_C256,SH_1000,SHUSS_1000_C256,1355,1071,1358,1067
,2021_04_08_14_15_58,SH_1000,SHUSS_1000_C256,SH_1000,1067,1358,1083,1341
,2021_04_08_14_15_58,SHUSS_1000_C256,UCB_1000,SHUSS_1000_C256,1341,949,1342,947
,2021_04_08_14_15_58,UCB_1000,SHUSS_1000_C256,SHUSS_1000_C256,947,1342,945,1343
,2021_04_08_14_15_58,SHUSS_1000_C128,UCB_1000,SHUSS_1000_C128,1302,945,1304,942
,2021_04_08_14_15_58,UCB_1000,SHUSS_1000_C128,SHUSS_1000_C128,942,1304,939,1306
,2021_04_08_14_15_58,SHUSS_1000_C16,RAVE_1000,RAVE_1000,1299,1089,1283,1104
,2021_04_08_14_15_58,RAVE_1000,SHUSS_1000_C16,RAVE_1000,1104,1283,1118,1268
,2021_04_08_14_15_58,UCT_1000,FLAT_1000,UCT_1000,1219,931,1222,927
,2021_04_08_14_15_58,FLAT_1000,UCT_1000,UCT_1000,927,1222,923,1225
,2021_04_08_14_15_58,UCT_1000,GRAVE_1000,UCT_1000,1225,1135,1232,1127
,2021_04_08_14_15_58,GRAVE_1000,UCT_1000,GRAVE_1000,1127,1232,1139,1219
,2021_04_08_14_15_58,SHUSS_1000_C128,SHUSS_1000_C256,SHUSS_1000_C256,1306,1343,1297,1351
,2021_04_08_14_15_58,SHUSS_1000_C256,SHUSS_1000_C128,SHUSS_1000_C128,1351,1297,1339,1308
,2021_04_08_14_15_58,SHUSS_1000_C256,GRAVE_1000,SHUSS_1000_C256,1339,1139,1343,1134
,2021_04_08_14_15_58,GRAVE_1000,SHUSS_1000_C256,SHUSS_1000_C256,1134,1343,1129,1347
,2021_04_08_14_15_58,SHUSS_1000_C16,SH_1000,SH_1000,1268,1083,1253,1097
,2021_04_08_14_15_58,SH_1000,SHUSS_1000_C16,SHUSS_1000_C16,1097,1253,1091,1258
,2021_04_08_14_15_58,SHUSS_1000_C64,UCT_1000,SHUSS_1000_C64,1341,1219,1347,1212
,2021_04_08_14_15_58,UCT_1000,SHUSS_1000_C64,SHUSS_1000_C64,1212,1347,1205,1353
,2021_04_08_14_15_58,UCB_1000,FLAT_1000,FLAT_1000,939,923,928,933
,2021_04_08_14_15_58,FLAT_1000,UCB_1000,FLAT_1000,933,928,942,918
,2021_04_08_14_15_58,SHUSS_1000_C16,FLAT_1000,SHUSS_1000_C16,1258,942,1260,939
,2021_04_08_14_15_58,FLAT_1000,SHUSS_1000_C16,SHUSS_1000_C16,939,1260,936,1262
,2021_04_08_14_15_58,SHUSS_1000_C16,UCT_1000,UCT_1000,1262,1205,1250,1216
,2021_04_08_14_15_58,UCT_1000,SHUSS_1000_C16,SHUSS_1000_C16,1216,1250,1206,1259
,2021_04_08_14_15_58,SHUSS_1000_C64,RAVE_1000,Error,1353,1118,1353,1118
,2021_04_08_14_15_58,RAVE_1000,SHUSS_1000_C64,SHUSS_1000_C64,1118,1353,1113,1357
,2021_04_08_14_15_58,SHUSS_1000_C256,FLAT_1000,SHUSS_1000_C256,1347,936,1348,934
,2021_04_08_14_15_58,FLAT_1000,SHUSS_1000_C256,SHUSS_1000_C256,934,1348,932,1349
,2021_04_08_14_15_58,GRAVE_1000,UCB_1000,GRAVE_1000,1129,918,1133,913
,2021_04_08_14_15_58,UCB_1000,GRAVE_1000,GRAVE_1000,913,1133,908,1137
,2021_04_08_14_15_58,SHUSS_1000_C256,UCT_1000,SHUSS_1000_C256,1349,1206,1355,1199
,2021_04_08_14_15_58,UCT_1000,SHUSS_1000_C256,UCT_1000,1199,1355,1213,1340
,2021_04_08_14_15_58,SHUSS_1000_C16,SHUSS_1000_C64,SHUSS_1000_C64,1259,1357,1251,1364
,2021_04_08_14_15_58,SHUSS_1000_C64,SHUSS_1000_C16,SHUSS_1000_C16,1364,1251,1350,1264
,2021_04_08_14_15_58,UCT_1000,SH_1000,SH_1000,1213,1091,1199,1104
,2021_04_08_14_15_58,SH_1000,UCT_1000,UCT_1000,1104,1199,1096,1206
,2021_04_08_14_15_58,SH_1000,RAVE_1000,RAVE_1000,1096,1113,1086,1122
,2021_04_08_14_15_58,RAVE_1000,SH_1000,SH_1000,1122,1086,1110,1097
,2021_04_08_14_15_58,SH_1000,FLAT_1000,SH_1000,1097,932,1102,926
,2021_04_08_14_15_58,FLAT_1000,SH_1000,SH_1000,926,1102,920,1107
,2021_04_08_14_15_58,SHUSS_1000_C64,SH_1000,SH_1000,1350,1107,1333,1123
,2021_04_08_14_15_58,SH_1000,SHUSS_1000_C64,SH_1000,1123,1333,1138,1317
,2021_04_08_14_15_58,SHUSS_1000_C128,GRAVE_1000,SHUSS_1000_C128,1308,1137,1313,1131
,2021_04_08_14_15_58,GRAVE_1000,SHUSS_1000_C128,GRAVE_1000,1131,1313,1145,1298
,2021_04_08_14_15_58,SHUSS_1000_C64,SHUSS_1000_C256,SHUSS_1000_C64,1317,1340,1327,1329
,2021_04_08_14_15_58,SHUSS_1000_C256,SHUSS_1000_C64,SHUSS_1000_C256,1329,1327,1338,1317
,2021_04_08_14_15_58,RAVE_1000,FLAT_1000,RAVE_1000,1110,920,1115,914
,2021_04_08_14_15_58,FLAT_1000,RAVE_1000,RAVE_1000,914,1115,909,1119
,2021_04_08_14_15_58,SHUSS_1000_C16,SHUSS_1000_C256,SHUSS_1000_C256,1264,1338,1256,1345
,2021_04_08_14_15_58,SHUSS_1000_C256,SHUSS_1000_C16,SHUSS_1000_C16,1345,1256,1332,1268
,2021_04_08_14_15_58,SHUSS_1000_C16,SHUSS_1000_C128,SHUSS_1000_C16,1268,1298,1278,1287
,2021_04_08_14_15_58,SHUSS_1000_C128,SHUSS_1000_C16,SHUSS_1000_C16,1287,1278,1276,1288
,2021_04_08_14_15_58,UCT_1000,RAVE_1000,UCT_1000,1206,1119,1213,1111
,2021_04_08_14_15_58,RAVE_1000,UCT_1000,UCT_1000,1111,1213,1103,1220
,2021_04_08_14_15_58,SHUSS_1000_C128,FLAT_1000,SHUSS_1000_C128,1276,909,1278,906
,2021_04_08_14_15_58,FLAT_1000,SHUSS_1000_C128,SHUSS_1000_C128,906,1278,903,1280
,2021_04_08_14_15_58,SHUSS_1000_C64,GRAVE_1000,GRAVE_1000,1317,1145,1302,1159
,2021_04_08_14_15_58,GRAVE_1000,SHUSS_1000_C64,GRAVE_1000,1159,1302,1172,1288
,2021_04_08_14_15_58,GRAVE_1000,RAVE_1000,RAVE_1000,1172,1103,1160,1114
,2021_04_08_14_15_58,RAVE_1000,GRAVE_1000,GRAVE_1000,1114,1160,1105,1168
,2021_04_08_14_15_58,SHUSS_1000_C64,UCB_1000,SHUSS_1000_C64,1288,908,1290,905
,2021_04_08_14_15_58,UCB_1000,SHUSS_1000_C64,SHUSS_1000_C64,905,1290,903,1291
,2021_04_08_14_15_58,SHUSS_1000_C128,GRAVE_1000,SHUSS_1000_C128,1280,1168,1286,1161
,2021_04_08_14_15_58,GRAVE_1000,SHUSS_1000_C128,GRAVE_1000,1161,1286,1174,1272
,2021_04_08_14_15_58,SHUSS_1000_C128,UCB_1000,SHUSS_1000_C128,1272,903,1274,900
,2021_04_08_14_15_58,UCB_1000,SHUSS_1000_C128,SHUSS_1000_C128,900,1274,897,1276
,2021_04_08_14_15_58,SHUSS_1000_C64,RAVE_1000,SHUSS_1000_C64,1291,1105,1296,1099
,2021_04_08_14_15_58,RAVE_1000,SHUSS_1000_C64,SHUSS_1000_C64,1099,1296,1094,1300
,2021_04_08_14_15_58,UCT_1000,FLAT_1000,UCT_1000,1220,903,1222,900
,2021_04_08_14_15_58,FLAT_1000,UCT_1000,UCT_1000,900,1222,897,1224
,2021_04_08_14_15_58,SHUSS_1000_C64,FLAT_1000,SHUSS_1000_C64,1300,897,1301,895
,2021_04_08_14_15_58,FLAT_1000,SHUSS_1000_C64,SHUSS_1000_C64,895,1301,893,1302
,2021_04_08_14_15_58,SHUSS_1000_C256,UCT_1000,SHUSS_1000_C256,1332,1224,1338,1217
,2021_04_08_14_15_58,UCT_1000,SHUSS_1000_C256,SHUSS_1000_C256,1217,1338,1210,1344
,2021_04_08_14_15_58,GRAVE_1000,UCB_1000,GRAVE_1000,1174,897,1177,893
,2021_04_08_14_15_58,UCB_1000,GRAVE_1000,UCB_1000,893,1177,909,1160
,2021_04_08_14_15_58,SH_1000,GRAVE_1000,GRAVE_1000,1138,1160,1128,1169
,2021_04_08_14_15_58,GRAVE_1000,SH_1000,GRAVE_1000,1169,1128,1177,1119
,2021_04_08_14_15_58,SHUSS_1000_C16,FLAT_1000,FLAT_1000,1288,893,1269,911
,2021_04_08_14_15_58,FLAT_1000,SHUSS_1000_C16,SHUSS_1000_C16,911,1269,908,1271
,2021_04_08_14_15_58,SH_1000,UCB_1000,SH_1000,1119,909,1123,904
,2021_04_08_14_15_58,UCB_1000,SH_1000,SH_1000,904,1123,899,1127
,2021_04_08_14_15_58,SHUSS_1000_C64,SHUSS_1000_C128,SHUSS_1000_C64,1302,1276,1311,1266
,2021_04_08_14_15_58,SHUSS_1000_C128,SHUSS_1000_C64,SHUSS_1000_C64,1266,1311,1257,1319
,2021_04_08_14_15_58,SHUSS_1000_C16,SH_1000,SHUSS_1000_C16,1271,1127,1277,1120
,2021_04_08_14_15_58,SH_1000,SHUSS_1000_C16,SHUSS_1000_C16,1120,1277,1114,1282
,2021_04_08_14_15_58,UCT_1000,SH_1000,SH_1000,1210,1114,1197,1126
,2021_04_08_14_15_58,SH_1000,UCT_1000,SH_1000,1126,1197,1138,1184
,2021_04_08_14_15_58,SHUSS_1000_C128,SH_1000,SHUSS_1000_C128,1257,1138,1263,1131
,2021_04_08_14_15_58,SH_1000,SHUSS_1000_C128,SHUSS_1000_C128,1131,1263,1124,1269
,2021_04_08_14_15_58,SHUSS_1000_C64,UCT_1000,UCT_1000,1319,1184,1305,1197
,2021_04_08_14_15_58,UCT_1000,SHUSS_1000_C64,SHUSS_1000_C64,1197,1305,1190,1311
,2021_04_08_14_15_58,GRAVE_1000,RAVE_1000,GRAVE_1000,1177,1094,1184,1086
,2021_04_08_14_15_58,RAVE_1000,GRAVE_1000,RAVE_1000,1086,1184,1098,1171
,2021_04_08_14_15_58,UCB_1000,FLAT_1000,UCB_1000,899,908,909,897
,2021_04_08_14_15_58,FLAT_1000,UCB_1000,FLAT_1000,897,909,907,898
,2021_04_08_14_15_58,SH_1000,RAVE_1000,SH_1000,1124,1098,1133,1088
,2021_04_08_14_15_58,RAVE_1000,SH_1000,SH_1000,1088,1133,1079,1141
,2021_04_08_14_15_58,SHUSS_1000_C16,SHUSS_1000_C256,SHUSS_1000_C16,1282,1344,1293,1332
,2021_04_08_14_15_58,SHUSS_1000_C256,SHUSS_1000_C16,SHUSS_1000_C16,1332,1293,1320,1304
,2021_04_08_14_15_58,SHUSS_1000_C128,SHUSS_1000_C256,SHUSS_1000_C128,1269,1320,1280,1308
,2021_04_08_14_15_58,SHUSS_1000_C256,SHUSS_1000_C128,SHUSS_1000_C128,1308,1280,1297,1290
,2021_04_08_14_15_58,SHUSS_1000_C64,SH_1000,SHUSS_1000_C64,1311,1141,1316,1135
,2021_04_08_14_15_58,SH_1000,SHUSS_1000_C64,SH_1000,1135,1316,1149,1301
,2021_04_08_14_15_58,SHUSS_1000_C64,SHUSS_1000_C256,SHUSS_1000_C64,1301,1297,1310,1287
,2021_04_08_14_15_58,SHUSS_1000_C256,SHUSS_1000_C64,SHUSS_1000_C64,1287,1310,1277,1319
,2021_04_08_14_15_58,SHUSS_1000_C128,FLAT_1000,FLAT_1000,1290,907,1271,925
,2021_04_08_14_15_58,FLAT_1000,SHUSS_1000_C128,SHUSS_1000_C128,925,1271,922,1273
,2021_04_08_14_15_58,SHUSS_1000_C256,UCB_1000,SHUSS_1000_C256,1277,898,1279,895
,2021_04_08_14_15_58,UCB_1000,SHUSS_1000_C256,SHUSS_1000_C256,895,1279,893,1280
,2021_04_08_14_15_58,SHUSS_1000_C16,SHUSS_1000_C64,SHUSS_1000_C16,1304,1319,1314,1308
,2021_04_08_14_15_58,SHUSS_1000_C64,SHUSS_1000_C16,SHUSS_1000_C64,1308,1314,1318,1303
,2021_04_08_14_15_58,SHUSS_1000_C256,RAVE_1000,SHUSS_1000_C256,1280,1079,1284,1074
,2021_04_08_14_15_58,RAVE_1000,SHUSS_1000_C256,SHUSS_1000_C256,1074,1284,1069,1288
,2021_04_08_14_15_58,UCT_1000,UCB_1000,UCT_1000,1190,893,1193,889
,2021_04_08_14_15_58,UCB_1000,UCT_1000,UCT_1000,889,1193,886,1195
,2021_04_08_14_15_58,SHUSS_1000_C16,GRAVE_1000,GRAVE_1000,1303,1171,1289,1184
,2021_04_08_14_15_58,GRAVE_1000,SHUSS_1000_C16,GRAVE_1000,1184,1289,1196,1276
,2021_04_08_14_15_58,SHUSS_1000_C256,FLAT_1000,SHUSS_1000_C256,1288,922,1290,919
,2021_04_08_14_15_58,FLAT_1000,SHUSS_1000_C256,SHUSS_1000_C256,919,1290,916,1292
,2021_04_08_14_15_58,SHUSS_1000_C64,GRAVE_1000,SHUSS_1000_C64,1318,1196,1324,1189
,2021_04_08_14_15_58,GRAVE_1000,SHUSS_1000_C64,GRAVE_1000,1189,1324,1202,1310
,2021_04_08_14_15_58,SHUSS_1000_C256,GRAVE_1000,SHUSS_1000_C256,1292,1202,1299,1194
,2021_04_08_14_15_58,GRAVE_1000,SHUSS_1000_C256,SHUSS_1000_C256,1194,1299,1186,1306
,2021_04_08_14_15_58,SH_1000,FLAT_1000,SH_1000,1149,916,1153,911
,2021_04_08_14_15_58,FLAT_1000,SH_1000,SH_1000,911,1153,907,1156
,2021_04_08_14_15_58,SHUSS_1000_C128,RAVE_1000,Error,1273,1069,1273,1069
,2021_04_08_14_15_58,RAVE_1000,SHUSS_1000_C128,SHUSS_1000_C128,1069,1273,1064,1277
,2021_04_08_14_15_58,RAVE_1000,UCB_1000,RAVE_1000,1064,886,1069,880
,2021_04_08_14_15_58,UCB_1000,RAVE_1000,UCB_1000,880,1069,894,1054
,2021_04_08_14_15_58,SHUSS_1000_C128,UCT_1000,SHUSS_1000_C128,1277,1195,1284,1187
,2021_04_08_14_15_58,UCT_1000,SHUSS_1000_C128,SHUSS_1000_C128,1187,1284,1179,1291
,2021_04_08_14_15_58,UCT_1000,RAVE_1000,UCT_1000,1179,1054,1185,1047
,2021_04_08_14_15_58,RAVE_1000,UCT_1000,UCT_1000,1047,1185,1040,1191
,2021_04_08_14_15_58,SHUSS_1000_C16,SHUSS_1000_C128,SHUSS_1000_C128,1276,1291,1266,1300
,2021_04_08_14_15_58,SHUSS_1000_C128,SHUSS_1000_C16,SHUSS_1000_C16,1300,1266,1289,1276
,2021_04_08_14_15_58,SHUSS_1000_C16,UCT_1000,UCT_1000,1276,1191,1263,1203
,2021_04_08_14_15_58,UCT_1000,SHUSS_1000_C16,SHUSS_1000_C16,1203,1263,1194,1271
,2021_04_08_14_15_58,RAVE_1000,FLAT_1000,RAVE_1000,1040,907,1046,900
,2021_04_08_14_15_58,FLAT_1000,RAVE_1000,RAVE_1000,900,1046,893,1052
,2021_04_08_14_15_58,SHUSS_1000_C16,UCB_1000,SHUSS_1000_C16,1271,894,1273,891
,2021_04_08_14_15_58,UCB_1000,SHUSS_1000_C16,SHUSS_1000_C16,891,1273,889,1274
,2021_04_08_14_15_58,SHUSS_1000_C16,RAVE_1000,SHUSS_1000_C16,1274,1052,1278,1047
,2021_04_08_14_15_58,RAVE_1000,SHUSS_1000_C16,RAVE_1000,1047,1278,1062,1262
,2021_04_08_14_15_58,GRAVE_1000,FLAT_1000,GRAVE_1000,1186,893,1189,889
,2021_04_08_14_15_58,FLAT_1000,GRAVE_1000,GRAVE_1000,889,1189,885,1192
,2021_04_08_14_15_58,SHUSS_1000_C256,SH_1000,SH_1000,1306,1156,1291,1170
,2021_04_08_14_15_58,SH_1000,SHUSS_1000_C256,SHUSS_1000_C256,1170,1291,1163,1297
,2021_04_08_14_15_58,UCT_1000,GRAVE_1000,UCT_1000,1194,1192,1203,1182
,2021_04_08_14_15_58,GRAVE_1000,UCT_1000,GRAVE_1000,1182,1203,1192,1192
