white_bot,black_bot,score,time
UCB_test,FLAT_test,1.0,24.90625
FLAT_test,UCB_test,1.0,16.609375
UCB_test,FLAT_test,1.0,21.484375
FLAT_test,UCB_test,1.0,14.953125
