white_bot,black_bot,score,time
SHUSS_50_64,UCT_50,1.0,7.03125
UCT_50,SHUSS_50_64,1.0,11.921875
SHUSS_50_64,UCT_50,1.0,9.234375
UCT_50,SHUSS_50_64,1.0,15.28125
